what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1395474005345
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1395474005355
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1395474005355
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1395474005375
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1395474005375
started,bundle,org.eclipse.wst.css.core,1.1.401.v201008161749,"org.eclipse.wst.css.core",1395474005375
started,bundle,org.eclipse.wst.css.ui,1.0.501.v201008232042,"org.eclipse.wst.css.ui",1395474005385
started,bundle,org.eclipse.wst.dtd.core,1.1.400.v201004290328,"org.eclipse.wst.dtd.core",1395474005385
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1395474005385
started,bundle,org.eclipse.wst.html.core,1.1.402.v201008311901,"org.eclipse.wst.html.core",1395474005385
started,bundle,org.eclipse.wst.html.ui,1.0.502.v201009010342,"org.eclipse.wst.html.ui",1395474005385
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1395474005385
started,bundle,org.eclipse.wst.jsdt.core,1.1.2.v201009011528,"org.eclipse.wst.jsdt.core",1395474005415
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.200.v201004150600,"org.eclipse.wst.jsdt.manipulation",1395474005425
started,bundle,org.eclipse.wst.jsdt.ui,1.1.2.v201009010353,"org.eclipse.wst.jsdt.ui",1395474005485
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.core",1395474005485
started,bundle,org.eclipse.wst.jsdt.web.ui,1.0.302.v201009091745,"org.eclipse.wst.jsdt.web.ui",1395474005495
started,bundle,org.eclipse.wst.sse.core,1.1.502.v201008311901,"org.eclipse.wst.sse.core",1395474005515
started,bundle,org.eclipse.wst.sse.ui,1.2.2.v201008232126,"org.eclipse.wst.sse.ui",1395474005515
started,bundle,org.eclipse.wst.validation,1.2.200.v201005271900,"org.eclipse.wst.validation",1395474005515
started,bundle,org.eclipse.wst.xml.core,1.1.502.v201009010342,"org.eclipse.wst.xml.core",1395474005515
started,bundle,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui",1395474005545
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1395474005545
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1395474005545
os,sysinfo,,,"win32",1395474005545
arch,sysinfo,,,"x86",1395474005545
ws,sysinfo,,,"win32",1395474005545
locale,sysinfo,,,"zh_CN",1395474005545
processors,sysinfo,,,"2",1395474005545
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1395474005545
java.runtime.version,sysinfo,,,"1.6.0_43-b01",1395474005545
java.specification.name,sysinfo,,,"Java Platform API Specification",1395474005545
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1395474005545
java.specification.version,sysinfo,,,"1.6",1395474005545
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1395474005545
java.version,sysinfo,,,"1.6.0_43",1395474005545
java.vm.info,sysinfo,,,"mixed mode, sharing",1395474005545
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1395474005545
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1395474005545
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1395474005545
java.vm.specification.version,sysinfo,,,"1.0",1395474005545
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1395474005545
java.vm.version,sysinfo,,,"20.14-b01",1395474005545
activated,view,org.eclipse.php.ui,2.2.1.v20100822-1200,"org.eclipse.php.ui.explorer",1395474005615
